,y,x1,x2,x3,x4,x5,x6,x7
sample_298,0.275,0.258,0.6579999999999999,0.0537,0.493,0.711,0.755,0.764
sample_299,0.275,0.259,0.617,0.0141,0.491,0.7090000000000001,0.7509999999999999,0.759
sample_300,0.275,0.259,0.662,0.0464,0.489,0.7340000000000001,0.75,0.77
sample_301,0.29100000000000004,0.26,0.655,0.013000000000000001,0.48700000000000004,0.715,0.725,0.728
sample_302,0.29100000000000004,0.26,0.628,0.0621,0.485,0.74,0.745,0.727
sample_303,0.29100000000000004,0.26,0.616,0.039,0.483,0.7070000000000001,0.741,0.726
sample_304,0.29100000000000004,0.261,0.624,0.0391,0.48100000000000004,0.71,0.731,0.732
sample_305,0.29100000000000004,0.261,0.614,0.0287,0.479,0.7120000000000001,0.745,0.74
sample_306,0.29100000000000004,0.262,0.669,0.0122,0.47700000000000004,0.691,0.726,0.757
sample_307,0.29100000000000004,0.262,0.664,0.0212,0.475,0.698,0.762,0.7509999999999999
sample_308,0.29100000000000004,0.262,0.634,0.0189,0.473,0.7140000000000001,0.725,0.75
sample_309,0.29100000000000004,0.263,0.625,0.0107,0.47200000000000003,0.718,0.7759999999999999,0.7659999999999999
sample_310,0.29100000000000004,0.263,0.659,0.0246,0.47,0.72,0.785,0.782
sample_311,0.312,0.263,0.625,0.0486,0.46799999999999997,0.7190000000000001,0.765,0.778
sample_312,0.312,0.264,0.67,0.0295,0.466,0.7190000000000001,0.74,0.767
sample_313,0.312,0.264,0.674,0.0387,0.46399999999999997,0.718,0.773,0.7659999999999999
sample_314,0.312,0.265,0.654,0.0574,0.462,0.716,0.762,0.735
sample_315,0.312,0.263,0.631,0.0847,0.46,0.7140000000000001,0.775,0.742
sample_316,0.312,0.258,0.623,0.10099999999999999,0.45799999999999996,0.7120000000000001,0.72,0.7440000000000001
sample_317,0.312,0.253,0.6579999999999999,0.0412,0.456,0.6940000000000001,0.735,0.726
sample_318,0.312,0.24600000000000002,0.6459999999999999,0.0594,0.45399999999999996,0.716,0.759,0.754
sample_319,0.312,0.239,0.662,0.044000000000000004,0.45399999999999996,0.7190000000000001,0.77,0.754
sample_320,0.312,0.23199999999999998,0.634,0.0805,0.457,0.727,0.772,0.7559999999999999
sample_321,0.33,0.225,0.621,0.0832,0.461,0.727,0.743,0.7490000000000001
sample_322,0.33,0.218,0.618,0.0745,0.46399999999999997,0.722,0.763,0.759
sample_323,0.33,0.21100000000000002,0.649,0.0779,0.46799999999999997,0.7190000000000001,0.773,0.773
sample_324,0.33,0.204,0.65,0.0621,0.47100000000000003,0.718,0.772,0.7859999999999999
sample_325,0.33,0.212,0.63,0.0795,0.475,0.7290000000000001,0.8,0.779
sample_326,0.33,0.23800000000000002,0.639,0.133,0.478,0.738,0.815,0.7979999999999999
sample_327,0.33,0.264,0.6409999999999999,0.168,0.48200000000000004,0.728,0.7759999999999999,0.792
sample_328,0.33,0.235,0.618,0.18,0.485,0.7240000000000001,0.809,0.785
sample_329,0.33,0.214,0.652,0.22399999999999998,0.489,0.731,0.813,0.807
sample_330,0.33,0.217,0.62,0.237,0.49200000000000005,0.738,0.81,0.804
sample_331,0.35700000000000004,0.22,0.667,0.23800000000000002,0.496,0.7490000000000001,0.8390000000000001,0.804
sample_332,0.35700000000000004,0.223,0.655,0.273,0.499,0.763,0.871,0.8240000000000001
sample_333,0.35700000000000004,0.226,0.654,0.316,0.503,0.769,0.843,0.8390000000000001
sample_334,0.35700000000000004,0.22899999999999998,0.623,0.35,0.506,0.7609999999999999,0.8340000000000001,0.813
sample_335,0.35700000000000004,0.23199999999999998,0.647,0.35,0.509,0.753,0.8240000000000001,0.8
sample_336,0.35700000000000004,0.235,0.614,0.33399999999999996,0.513,0.746,0.8240000000000001,0.8109999999999999
sample_337,0.35700000000000004,0.23800000000000002,0.642,0.337,0.516,0.742,0.812,0.792
sample_338,0.35700000000000004,0.242,0.65,0.366,0.52,0.738,0.8190000000000001,0.812
sample_339,0.35700000000000004,0.245,0.6709999999999999,0.391,0.523,0.7340000000000001,0.841,0.835
sample_340,0.35700000000000004,0.213,0.65,0.406,0.527,0.741,0.871,0.852
sample_341,0.302,0.214,0.67,0.436,0.53,0.733,0.871,0.865
sample_342,0.302,0.215,0.6559999999999999,0.483,0.534,0.711,0.84,0.831
sample_343,0.302,0.21600000000000003,0.65,0.447,0.537,0.695,0.835,0.7879999999999999
sample_344,0.302,0.217,0.643,0.389,0.541,0.7040000000000001,0.84,0.83
sample_345,0.302,0.21899999999999997,0.6559999999999999,0.408,0.545,0.713,0.843,0.83
sample_346,0.302,0.22,0.635,0.39,0.551,0.721,0.8240000000000001,0.83
sample_347,0.302,0.221,0.672,0.439,0.557,0.728,0.883,0.8540000000000001
sample_348,0.302,0.22399999999999998,0.654,0.45899999999999996,0.562,0.7290000000000001,0.846,0.83
sample_349,0.302,0.22699999999999998,0.635,0.484,0.568,0.7290000000000001,0.833,0.8079999999999999
sample_350,0.302,0.22899999999999998,0.6609999999999999,0.502,0.573,0.73,0.8290000000000001,0.84
sample_351,0.26899999999999996,0.23199999999999998,0.6409999999999999,0.496,0.579,0.73,0.8690000000000001,0.841
sample_352,0.26899999999999996,0.235,0.667,0.537,0.585,0.73,0.852,0.8420000000000001
sample_353,0.26899999999999996,0.237,0.665,0.5579999999999999,0.584,0.73,0.845,0.843
sample_354,0.26899999999999996,0.24,0.6609999999999999,0.569,0.583,0.73,0.846,0.847
sample_355,0.26899999999999996,0.243,0.65,0.57,0.581,0.73,0.857,0.8370000000000001
sample_356,0.26899999999999996,0.245,0.64,0.52,0.58,0.73,0.8390000000000001,0.85
sample_357,0.26899999999999996,0.248,0.63,0.515,0.579,0.73,0.8220000000000001,0.826
sample_358,0.26899999999999996,0.25,0.616,0.494,0.578,0.73,0.867,0.862
sample_359,0.26899999999999996,0.253,0.638,0.494,0.5770000000000001,0.738,0.893,0.9
sample_360,0.26899999999999996,0.249,0.6509999999999999,0.522,0.575,0.75,0.889,0.8740000000000001
sample_361,0.243,0.24600000000000002,0.662,0.537,0.574,0.7609999999999999,0.899,0.889
sample_362,0.243,0.242,0.6509999999999999,0.563,0.573,0.773,0.9009999999999999,0.88
sample_363,0.243,0.239,0.6559999999999999,0.603,0.5720000000000001,0.784,0.8909999999999999,0.888
sample_364,0.243,0.235,0.645,0.634,0.57,0.7959999999999999,0.872,0.867
sample_365,0.243,0.23199999999999998,0.639,0.648,0.561,0.7979999999999999,0.875,0.8690000000000001
sample_366,0.243,0.228,0.632,0.654,0.552,0.8009999999999999,0.885,0.889
sample_367,0.243,0.22399999999999998,0.619,0.664,0.5429999999999999,0.804,0.902,0.899
sample_368,0.243,0.221,0.665,0.6779999999999999,0.534,0.809,0.9009999999999999,0.877
sample_369,0.243,0.217,0.6659999999999999,0.7040000000000001,0.525,0.8140000000000001,0.898,0.889
sample_370,0.243,0.214,0.625,0.7120000000000001,0.516,0.8140000000000001,0.915,0.899
sample_371,0.198,0.213,0.624,0.6890000000000001,0.507,0.815,0.935,0.899
sample_372,0.198,0.214,0.625,0.649,0.499,0.815,0.899,0.865
sample_373,0.198,0.215,0.621,0.604,0.49,0.815,0.93,0.884
sample_374,0.198,0.21600000000000003,0.638,0.617,0.48100000000000004,0.815,0.971,0.945
sample_375,0.198,0.217,0.636,0.603,0.47200000000000003,0.818,0.927,0.932
sample_376,0.198,0.218,0.6579999999999999,0.631,0.46299999999999997,0.8240000000000001,0.946,0.935
sample_377,0.198,0.21899999999999997,0.6609999999999999,0.6729999999999999,0.45399999999999996,0.83,0.9420000000000001,0.9359999999999999
sample_378,0.198,0.22,0.6459999999999999,0.674,0.445,0.835,0.953,0.9259999999999999
sample_379,0.198,0.221,0.643,0.732,0.436,0.841,0.935,0.945
sample_380,0.198,0.222,0.639,0.7440000000000001,0.428,0.8440000000000001,0.9,0.894
sample_381,0.141,0.222,0.632,0.745,0.419,0.84,0.8759999999999999,0.86
sample_382,0.141,0.223,0.6709999999999999,0.746,0.41,0.836,0.902,0.8690000000000001
sample_383,0.141,0.22399999999999998,0.639,0.757,0.401,0.833,0.8759999999999999,0.882
sample_384,0.141,0.226,0.635,0.7509999999999999,0.392,0.8290000000000001,0.9079999999999999,0.9059999999999999
sample_385,0.141,0.228,0.629,0.7440000000000001,0.38299999999999995,0.825,0.9179999999999999,0.8909999999999999
sample_386,0.141,0.23,0.628,0.7090000000000001,0.374,0.8220000000000001,0.88,0.883
sample_387,0.141,0.23199999999999998,0.633,0.7070000000000001,0.365,0.818,0.898,0.8809999999999999
sample_388,0.141,0.233,0.615,0.679,0.35700000000000004,0.815,0.91,0.873
sample_389,0.141,0.235,0.635,0.6509999999999999,0.348,0.812,0.878,0.878
sample_390,0.141,0.23800000000000002,0.63,0.615,0.33899999999999997,0.8079999999999999,0.894,0.898
sample_391,0.111,0.243,0.634,0.618,0.33899999999999997,0.802,0.897,0.904
sample_392,0.111,0.248,0.652,0.636,0.36,0.794,0.9,0.9209999999999999
sample_393,0.111,0.253,0.665,0.597,0.382,0.805,0.85,0.8640000000000001
sample_394,0.111,0.258,0.645,0.667,0.40299999999999997,0.812,0.929,0.9109999999999999
sample_395,0.111,0.263,0.6579999999999999,0.687,0.425,0.815,0.897,0.9109999999999999
sample_396,0.111,0.268,0.6459999999999999,0.723,0.446,0.818,0.86,0.871
sample_397,0.111,0.255,0.632,0.708,0.467,0.8,0.82,0.8290000000000001
sample_398,0.111,0.23800000000000002,0.617,0.672,0.48200000000000004,0.774,0.8,0.789
sample_399,0.111,0.221,0.628,0.631,0.49,0.748,0.8029999999999999,0.794
sample_400,0.111,0.203,0.665,0.57,0.49700000000000005,0.6920000000000001,0.779,0.787
sample_401,0.11900000000000001,0.18600000000000003,0.599,0.45,0.505,0.7020000000000001,0.7509999999999999,0.785
sample_402,0.11900000000000001,0.16899999999999998,0.6,0.39,0.513,0.7120000000000001,0.821,0.8059999999999999
sample_403,0.11900000000000001,0.183,0.64,0.409,0.52,0.763,0.917,0.9059999999999999
sample_404,0.11900000000000001,0.19899999999999998,0.6609999999999999,0.46299999999999997,0.515,0.754,0.843,0.8690000000000001
sample_405,0.11900000000000001,0.215,0.62,0.513,0.495,0.7609999999999999,0.8590000000000001,0.8590000000000001
sample_406,0.11900000000000001,0.231,0.6609999999999999,0.535,0.475,0.7240000000000001,0.8029999999999999,0.825
sample_407,0.11900000000000001,0.237,0.638,0.511,0.455,0.716,0.8290000000000001,0.8059999999999999
sample_408,0.11900000000000001,0.237,0.633,0.508,0.434,0.7120000000000001,0.807,0.8420000000000001
sample_409,0.11900000000000001,0.237,0.632,0.444,0.414,0.7070000000000001,0.7959999999999999,0.8
sample_410,0.11900000000000001,0.237,0.627,0.442,0.39399999999999996,0.703,0.815,0.8170000000000001
sample_411,0.168,0.237,0.634,0.4,0.382,0.7040000000000001,0.8079999999999999,0.828
sample_412,0.168,0.237,0.633,0.335,0.387,0.7120000000000001,0.8340000000000001,0.825
sample_413,0.168,0.237,0.655,0.415,0.392,0.72,0.8390000000000001,0.8690000000000001
sample_414,0.168,0.237,0.627,0.413,0.39799999999999996,0.727,0.835,0.8370000000000001
sample_415,0.168,0.237,0.65,0.462,0.40299999999999997,0.723,0.846,0.8240000000000001
sample_416,0.168,0.237,0.639,0.395,0.409,0.713,0.779,0.809
sample_417,0.168,0.237,0.64,0.381,0.414,0.715,0.8140000000000001,0.821
sample_418,0.168,0.237,0.635,0.395,0.419,0.718,0.818,0.828
sample_419,0.168,0.237,0.639,0.387,0.425,0.721,0.8370000000000001,0.8340000000000001
sample_420,0.168,0.237,0.6659999999999999,0.40700000000000003,0.43,0.7240000000000001,0.8370000000000001,0.8240000000000001
sample_421,0.244,0.23600000000000002,0.636,0.41100000000000003,0.408,0.7290000000000001,0.8759999999999999,0.847
sample_422,0.244,0.23399999999999999,0.662,0.48700000000000004,0.379,0.738,0.872,0.888
sample_423,0.244,0.233,0.635,0.539,0.381,0.735,0.8590000000000001,0.846
sample_424,0.244,0.231,0.6559999999999999,0.58,0.392,0.727,0.833,0.8320000000000001
sample_425,0.244,0.23,0.653,0.5710000000000001,0.40299999999999997,0.7190000000000001,0.7809999999999999,0.8
sample_426,0.244,0.22899999999999998,0.625,0.528,0.414,0.711,0.779,0.758
sample_427,0.244,0.22699999999999998,0.636,0.517,0.424,0.715,0.81,0.805
sample_428,0.244,0.226,0.636,0.5539999999999999,0.435,0.718,0.8420000000000001,0.804
sample_429,0.244,0.22399999999999998,0.644,0.568,0.446,0.722,0.82,0.8029999999999999
sample_430,0.244,0.223,0.6459999999999999,0.507,0.457,0.725,0.81,0.7909999999999999
sample_431,0.23600000000000002,0.222,0.623,0.545,0.46799999999999997,0.7290000000000001,0.8220000000000001,0.807
sample_432,0.23600000000000002,0.22,0.66,0.555,0.478,0.733,0.845,0.8270000000000001
sample_433,0.23600000000000002,0.21899999999999997,0.645,0.606,0.489,0.733,0.8190000000000001,0.7859999999999999
sample_434,0.23600000000000002,0.21899999999999997,0.629,0.605,0.498,0.7190000000000001,0.812,0.787
sample_435,0.23600000000000002,0.218,0.649,0.612,0.504,0.7170000000000001,0.804,0.7879999999999999
sample_436,0.23600000000000002,0.217,0.626,0.5539999999999999,0.51,0.715,0.7979999999999999,0.757
sample_437,0.23600000000000002,0.21600000000000003,0.625,0.534,0.515,0.7140000000000001,0.807,0.7609999999999999
sample_438,0.23600000000000002,0.215,0.645,0.5479999999999999,0.521,0.7120000000000001,0.81,0.7959999999999999
sample_439,0.23600000000000002,0.215,0.647,0.529,0.527,0.71,0.8370000000000001,0.787
sample_440,0.23600000000000002,0.214,0.6629999999999999,0.47200000000000003,0.532,0.7090000000000001,0.7609999999999999,0.7440000000000001
sample_441,0.20800000000000002,0.213,0.653,0.461,0.5710000000000001,0.7070000000000001,0.7709999999999999,0.754
sample_442,0.20800000000000002,0.212,0.619,0.436,0.618,0.7090000000000001,0.812,0.7829999999999999
sample_443,0.20800000000000002,0.21100000000000002,0.618,0.45299999999999996,0.665,0.716,0.828,0.797
sample_444,0.20800000000000002,0.21100000000000002,0.632,0.47600000000000003,0.711,0.723,0.873,0.815
sample_445,0.20800000000000002,0.21,0.66,0.517,0.685,0.7290000000000001,0.812,0.81
sample_446,0.20800000000000002,0.209,0.635,0.485,0.64,0.7170000000000001,0.767,0.767
sample_447,0.20800000000000002,0.21,0.621,0.45399999999999996,0.525,0.6970000000000001,0.77,0.747
sample_448,0.20800000000000002,0.226,0.618,0.332,0.39399999999999996,0.698,0.7709999999999999,0.75
sample_449,0.20800000000000002,0.242,0.655,0.332,0.423,0.7140000000000001,0.7979999999999999,0.7909999999999999
sample_450,0.20800000000000002,0.258,0.6409999999999999,0.327,0.452,0.725,0.804,0.7979999999999999
sample_451,0.245,0.262,0.634,0.336,0.48100000000000004,0.736,0.83,0.821
sample_452,0.245,0.249,0.657,0.35200000000000004,0.51,0.747,0.866,0.868
sample_453,0.245,0.244,0.657,0.43200000000000005,0.522,0.758,0.871,0.85
sample_454,0.245,0.23800000000000002,0.654,0.48,0.514,0.7490000000000001,0.831,0.841
sample_455,0.245,0.23199999999999998,0.6609999999999999,0.5660000000000001,0.506,0.73,0.8420000000000001,0.818
sample_456,0.245,0.22699999999999998,0.662,0.578,0.499,0.7120000000000001,0.804,0.794
sample_457,0.245,0.221,0.653,0.542,0.491,0.7,0.804,0.785
sample_458,0.245,0.21600000000000003,0.625,0.528,0.489,0.71,0.8140000000000001,0.789
sample_459,0.245,0.21,0.628,0.515,0.491,0.72,0.8240000000000001,0.831
sample_460,0.245,0.204,0.637,0.531,0.493,0.731,0.8590000000000001,0.852
sample_461,0.28,0.19899999999999998,0.652,0.585,0.495,0.7290000000000001,0.865,0.83
sample_462,0.28,0.193,0.631,0.605,0.485,0.725,0.833,0.804
sample_463,0.28,0.188,0.623,0.598,0.47200000000000003,0.721,0.7929999999999999,0.795
sample_464,0.28,0.182,0.643,0.555,0.46,0.7170000000000001,0.843,0.799
sample_465,0.28,0.17600000000000002,0.629,0.521,0.44799999999999995,0.7140000000000001,0.825,0.802
sample_466,0.28,0.17800000000000002,0.66,0.547,0.435,0.7170000000000001,0.84,0.828
sample_467,0.28,0.18100000000000002,0.621,0.536,0.42700000000000005,0.72,0.8390000000000001,0.8190000000000001
sample_468,0.28,0.183,0.62,0.49200000000000005,0.428,0.723,0.852,0.82
sample_469,0.28,0.185,0.6509999999999999,0.5429999999999999,0.43,0.721,0.835,0.83
sample_470,0.28,0.187,0.63,0.551,0.431,0.715,0.833,0.813
sample_471,0.249,0.19,0.623,0.551,0.433,0.71,0.847,0.816
sample_472,0.249,0.192,0.657,0.532,0.435,0.705,0.853,0.8190000000000001
sample_473,0.249,0.19399999999999998,0.62,0.491,0.436,0.7,0.797,0.795
sample_474,0.249,0.196,0.611,0.503,0.43799999999999994,0.723,0.841,0.835
sample_475,0.249,0.19899999999999998,0.637,0.455,0.439,0.715,0.804,0.8170000000000001
sample_476,0.249,0.201,0.635,0.456,0.441,0.705,0.8190000000000001,0.7959999999999999
sample_477,0.249,0.203,0.625,0.442,0.44299999999999995,0.731,0.8170000000000001,0.802
sample_478,0.249,0.20600000000000002,0.633,0.452,0.444,0.728,0.8109999999999999,0.7979999999999999
sample_479,0.249,0.20800000000000002,0.638,0.436,0.446,0.718,0.809,0.7829999999999999
sample_480,0.249,0.21,0.64,0.39899999999999997,0.447,0.7070000000000001,0.7929999999999999,0.7859999999999999
sample_481,0.243,0.212,0.627,0.32,0.449,0.696,0.7859999999999999,0.7709999999999999
sample_482,0.243,0.22,0.648,0.312,0.45,0.726,0.8079999999999999,0.815
sample_483,0.243,0.228,0.6509999999999999,0.327,0.452,0.733,0.852,0.8270000000000001
sample_484,0.243,0.235,0.6559999999999999,0.354,0.47100000000000003,0.74,0.7929999999999999,0.804
sample_485,0.243,0.243,0.654,0.37200000000000005,0.491,0.748,0.82,0.836
sample_486,0.243,0.251,0.637,0.429,0.511,0.763,0.828,0.82
sample_487,0.243,0.258,0.652,0.47200000000000003,0.531,0.76,0.843,0.813
sample_488,0.243,0.266,0.6579999999999999,0.518,0.539,0.732,0.81,0.7879999999999999
sample_489,0.243,0.24,0.6409999999999999,0.466,0.539,0.71,0.787,0.768
sample_490,0.243,0.193,0.653,0.478,0.539,0.7090000000000001,0.7909999999999999,0.77
sample_491,0.312,0.16899999999999998,0.615,0.426,0.539,0.711,0.826,0.7909999999999999
sample_492,0.312,0.172,0.6629999999999999,0.512,0.539,0.755,0.887,0.8390000000000001
sample_493,0.312,0.174,0.653,0.5660000000000001,0.524,0.7929999999999999,0.893,0.8390000000000001
sample_494,0.312,0.177,0.665,0.628,0.505,0.775,0.9179999999999999,0.895
sample_495,0.312,0.179,0.64,0.665,0.48700000000000004,0.7709999999999999,0.879,0.862
sample_496,0.312,0.182,0.639,0.625,0.46799999999999997,0.759,0.8759999999999999,0.843
sample_497,0.312,0.184,0.636,0.62,0.449,0.736,0.857,0.835
sample_498,0.312,0.187,0.625,0.5820000000000001,0.431,0.695,0.831,0.8029999999999999
sample_499,0.312,0.18899999999999997,0.606,0.536,0.41200000000000003,0.695,0.82,0.809
sample_500,0.312,0.192,0.633,0.46,0.39299999999999996,0.7020000000000001,0.825,0.8079999999999999
sample_501,0.27899999999999997,0.19399999999999998,0.645,0.40399999999999997,0.40700000000000003,0.705,0.845,0.823
sample_502,0.27899999999999997,0.19699999999999998,0.64,0.43200000000000005,0.42200000000000004,0.737,0.884,0.85
sample_503,0.27899999999999997,0.19899999999999998,0.657,0.456,0.43799999999999994,0.73,0.862,0.835
sample_504,0.27899999999999997,0.20199999999999999,0.639,0.49200000000000005,0.45299999999999996,0.7240000000000001,0.8390000000000001,0.83
sample_505,0.27899999999999997,0.204,0.627,0.517,0.46799999999999997,0.715,0.8240000000000001,0.802
sample_506,0.27899999999999997,0.207,0.633,0.495,0.483,0.73,0.787,0.7909999999999999
sample_507,0.27899999999999997,0.20800000000000002,0.635,0.506,0.483,0.7140000000000001,0.8170000000000001,0.787
sample_508,0.27899999999999997,0.20600000000000002,0.643,0.493,0.483,0.7090000000000001,0.8370000000000001,0.8009999999999999
sample_509,0.27899999999999997,0.204,0.635,0.465,0.483,0.7090000000000001,0.8390000000000001,0.8240000000000001
sample_510,0.27899999999999997,0.20199999999999999,0.633,0.514,0.483,0.708,0.84,0.8190000000000001
sample_511,0.285,0.2,0.618,0.46799999999999997,0.483,0.7070000000000001,0.8290000000000001,0.795
sample_512,0.285,0.198,0.6459999999999999,0.489,0.483,0.7070000000000001,0.8190000000000001,0.78
sample_513,0.285,0.196,0.625,0.469,0.48200000000000004,0.7070000000000001,0.8079999999999999,0.769
sample_514,0.285,0.19399999999999998,0.643,0.381,0.48200000000000004,0.711,0.8370000000000001,0.782
sample_515,0.285,0.192,0.624,0.324,0.48200000000000004,0.7170000000000001,0.805,0.8059999999999999
sample_516,0.285,0.19,0.633,0.359,0.489,0.726,0.8240000000000001,0.809
sample_517,0.285,0.188,0.632,0.322,0.498,0.741,0.847,0.8390000000000001
sample_518,0.285,0.18600000000000003,0.6609999999999999,0.382,0.507,0.728,0.841,0.8340000000000001
sample_519,0.285,0.184,0.615,0.322,0.516,0.695,0.799,0.789
sample_520,0.285,0.182,0.64,0.315,0.525,0.748,0.8140000000000001,0.8
sample_521,0.281,0.18,0.66,0.32799999999999996,0.5329999999999999,0.733,0.828,0.8320000000000001
