,y,x1,x2,x3,x4,x5
sample_481,0.329,0.87,0.867,0.468,0.402,0.5
sample_482,0.329,0.899,0.869,0.478,0.385,0.495
sample_483,0.329,0.921,0.859,0.49,0.396,0.495
sample_484,0.329,0.933,0.863,0.525,0.393,0.49
sample_485,0.329,0.933,0.86,0.583,0.386,0.488
sample_486,0.329,0.92,0.854,0.613,0.421,0.492
sample_487,0.329,0.903,0.851,0.626,0.442,0.496
sample_488,0.329,0.886,0.858,0.629,0.408,0.503
sample_489,0.329,0.871,0.85,0.626,0.393,0.513
sample_490,0.329,0.858,0.847,0.618,0.409,0.513
sample_491,0.329,0.846,0.859,0.593,0.4,0.516
sample_492,0.329,0.84,0.848,0.565,0.407,0.522
sample_493,0.329,0.839,0.856,0.551,0.425,0.512
sample_494,0.329,0.838,0.875,0.535,0.383,0.509
sample_495,0.329,0.841,0.873,0.512,0.39,0.51
sample_496,0.329,0.845,0.867,0.499,0.404,0.514
sample_497,0.329,0.848,0.868,0.491,0.409,0.508
sample_498,0.329,0.851,0.867,0.489,0.416,0.501
sample_499,0.329,0.852,0.849,0.496,0.377,0.506
sample_500,0.329,0.849,0.854,0.485,0.381,0.508
sample_501,0.228,0.847,0.85,0.487,0.419,0.514
sample_502,0.228,0.846,0.857,0.492,0.443,0.51
sample_503,0.228,0.845,0.869,0.483,0.414,0.504
sample_504,0.228,0.843,0.854,0.478,0.369,0.507
sample_505,0.228,0.843,0.855,0.478,0.39,0.504
sample_506,0.228,0.844,0.866,0.47,0.389,0.502
sample_507,0.228,0.842,0.863,0.46,0.387,0.51
sample_508,0.228,0.844,0.853,0.452,0.418,0.512
sample_509,0.228,0.846,0.853,0.456,0.406,0.51
sample_510,0.228,0.848,0.862,0.456,0.408,0.509
sample_511,0.228,0.85,0.871,0.446,0.386,0.501
sample_512,0.228,0.854,0.864,0.447,0.399,0.499
sample_513,0.228,0.857,0.857,0.463,0.414,0.496
sample_514,0.228,0.857,0.864,0.47,0.391,0.495
sample_515,0.228,0.859,0.859,0.463,0.418,0.505
sample_516,0.228,0.857,0.854,0.456,0.397,0.509
sample_517,0.228,0.851,0.867,0.454,0.388,0.505
sample_518,0.228,0.852,0.875,0.455,0.4,0.502
sample_519,0.228,0.854,0.854,0.46,0.382,0.509
sample_520,0.228,0.857,0.841,0.461,0.402,0.512
sample_521,0.168,0.862,0.846,0.454,0.38,0.518
sample_522,0.168,0.86,0.857,0.452,0.365,0.518
sample_523,0.168,0.858,0.866,0.461,0.397,0.503
sample_524,0.168,0.857,0.858,0.47,0.402,0.503
sample_525,0.168,0.859,0.856,0.476,0.395,0.507
sample_526,0.168,0.862,0.858,0.484,0.372,0.504
sample_527,0.168,0.863,0.858,0.483,0.389,0.5
sample_528,0.168,0.864,0.852,0.487,0.4,0.498
sample_529,0.168,0.865,0.855,0.495,0.384,0.5
sample_530,0.168,0.867,0.855,0.496,0.403,0.503
sample_531,0.168,0.867,0.853,0.49,0.393,0.505
sample_532,0.168,0.861,0.856,0.497,0.412,0.505
sample_533,0.168,0.862,0.858,0.499,0.409,0.509
sample_534,0.168,0.866,0.856,0.491,0.408,0.514
sample_535,0.168,0.865,0.855,0.493,0.41,0.514
sample_536,0.168,0.865,0.852,0.496,0.352,0.512
sample_537,0.168,0.865,0.843,0.499,0.376,0.51
sample_538,0.168,0.864,0.853,0.496,0.381,0.509
sample_539,0.168,0.862,0.862,0.493,0.363,0.506
sample_540,0.168,0.861,0.86,0.499,0.403,0.506
sample_541,0.154,0.861,0.86,0.499,0.379,0.506
sample_542,0.154,0.859,0.859,0.487,0.369,0.509
sample_543,0.154,0.851,0.859,0.477,0.422,0.509
sample_544,0.154,0.844,0.849,0.474,0.434,0.509
sample_545,0.154,0.84,0.849,0.471,0.441,0.511
sample_546,0.154,0.839,0.862,0.473,0.446,0.511
sample_547,0.154,0.838,0.87,0.477,0.421,0.51
sample_548,0.154,0.841,0.858,0.47,0.405,0.512
sample_549,0.154,0.847,0.831,0.462,0.404,0.516
sample_550,0.154,0.851,0.826,0.467,0.415,0.512
sample_551,0.154,0.85,0.848,0.471,0.372,0.504
sample_552,0.154,0.845,0.867,0.474,0.369,0.501
sample_553,0.154,0.839,0.845,0.477,0.405,0.512
sample_554,0.154,0.837,0.832,0.48,0.414,0.517
sample_555,0.154,0.838,0.851,0.485,0.419,0.504
sample_556,0.154,0.836,0.861,0.484,0.377,0.496
sample_557,0.154,0.83,0.845,0.489,0.368,0.506
sample_558,0.154,0.826,0.849,0.487,0.42,0.505
sample_559,0.154,0.819,0.867,0.484,0.434,0.501
sample_560,0.154,0.815,0.857,0.491,0.418,0.505
sample_561,0.139,0.826,0.856,0.5,0.372,0.506
sample_562,0.139,0.839,0.862,0.496,0.364,0.504
sample_563,0.139,0.851,0.857,0.489,0.435,0.506
sample_564,0.139,0.858,0.861,0.486,0.443,0.503
sample_565,0.139,0.857,0.86,0.488,0.409,0.502
sample_566,0.139,0.857,0.852,0.496,0.389,0.505
sample_567,0.139,0.858,0.852,0.505,0.406,0.505
sample_568,0.139,0.858,0.85,0.514,0.446,0.502
sample_569,0.139,0.857,0.84,0.521,0.425,0.506
sample_570,0.139,0.858,0.844,0.52,0.394,0.505
sample_571,0.139,0.859,0.854,0.516,0.41,0.5
sample_572,0.139,0.858,0.863,0.512,0.402,0.502
sample_573,0.139,0.862,0.858,0.517,0.362,0.507
sample_574,0.139,0.866,0.85,0.533,0.388,0.51
sample_575,0.139,0.871,0.868,0.544,0.414,0.502
sample_576,0.139,0.88,0.852,0.556,0.402,0.506
sample_577,0.139,0.891,0.852,0.556,0.391,0.508
sample_578,0.139,0.897,0.867,0.549,0.388,0.504
sample_579,0.139,0.899,0.857,0.547,0.375,0.505
sample_580,0.139,0.905,0.859,0.541,0.437,0.504
sample_581,0.147,0.906,0.863,0.546,0.464,0.505
sample_582,0.147,0.894,0.856,0.549,0.417,0.511
sample_583,0.147,0.884,0.856,0.552,0.419,0.505
sample_584,0.147,0.881,0.852,0.558,0.442,0.504
sample_585,0.147,0.88,0.847,0.568,0.449,0.506
sample_586,0.147,0.875,0.854,0.574,0.417,0.501
sample_587,0.147,0.865,0.857,0.577,0.401,0.504
sample_588,0.147,0.857,0.857,0.573,0.407,0.51
sample_589,0.147,0.851,0.859,0.564,0.377,0.506
sample_590,0.147,0.842,0.851,0.563,0.399,0.508
sample_591,0.147,0.832,0.857,0.55,0.393,0.513
sample_592,0.147,0.83,0.86,0.527,0.396,0.517
sample_593,0.147,0.83,0.852,0.515,0.415,0.519
sample_594,0.147,0.831,0.865,0.505,0.382,0.516
sample_595,0.147,0.837,0.867,0.493,0.394,0.509
sample_596,0.147,0.838,0.861,0.484,0.411,0.503
sample_597,0.147,0.837,0.863,0.478,0.382,0.51
sample_598,0.147,0.841,0.875,0.477,0.38,0.509
sample_599,0.147,0.846,0.879,0.473,0.397,0.503
sample_600,0.147,0.848,0.869,0.467,0.42,0.503
sample_601,0.23,0.849,0.857,0.473,0.428,0.507
sample_602,0.23,0.85,0.85,0.474,0.391,0.508
sample_603,0.23,0.849,0.86,0.471,0.366,0.5
sample_604,0.23,0.845,0.869,0.476,0.386,0.499
sample_605,0.23,0.841,0.869,0.479,0.395,0.503
sample_606,0.23,0.837,0.87,0.47,0.412,0.503
sample_607,0.23,0.833,0.866,0.46,0.418,0.509
sample_608,0.23,0.832,0.866,0.45,0.412,0.512
sample_609,0.23,0.833,0.858,0.441,0.407,0.515
sample_610,0.23,0.834,0.853,0.436,0.39,0.51
sample_611,0.23,0.835,0.853,0.438,0.416,0.506
sample_612,0.23,0.833,0.859,0.437,0.397,0.507
sample_613,0.23,0.834,0.856,0.432,0.356,0.507
sample_614,0.23,0.838,0.847,0.431,0.521,0.533
sample_615,0.23,0.836,0.848,0.434,0.696,0.614
sample_616,0.23,0.835,0.832,0.435,0.721,0.676
sample_617,0.23,0.834,0.847,0.436,0.741,0.669
sample_618,0.23,0.835,0.865,0.453,0.726,0.672
sample_619,0.23,0.835,0.87,0.458,0.741,0.684
sample_620,0.23,0.839,0.869,0.454,0.735,0.691
sample_621,0.145,0.843,0.852,0.458,0.717,0.698
sample_622,0.145,0.845,0.848,0.466,0.721,0.701
sample_623,0.145,0.845,0.858,0.469,0.737,0.696
sample_624,0.145,0.845,0.86,0.463,0.78,0.696
sample_625,0.145,0.847,0.858,0.466,0.756,0.699
sample_626,0.145,0.846,0.846,0.468,0.722,0.703
sample_627,0.145,0.844,0.852,0.468,0.729,0.698
sample_628,0.145,0.848,0.853,0.475,0.711,0.694
sample_629,0.145,0.851,0.843,0.474,0.726,0.7
sample_630,0.145,0.853,0.851,0.47,0.717,0.701
sample_631,0.145,0.851,0.853,0.469,0.687,0.699
sample_632,0.145,0.85,0.859,0.472,0.722,0.699
sample_633,0.145,0.849,0.865,0.478,0.74,0.696
sample_634,0.145,0.846,0.861,0.477,0.735,0.695
sample_635,0.145,0.843,0.863,0.481,0.72,0.694
sample_636,0.145,0.839,0.867,0.483,0.692,0.698
sample_637,0.145,0.844,0.861,0.483,0.714,0.702
sample_638,0.145,0.853,0.856,0.494,0.725,0.702
sample_639,0.145,0.858,0.859,0.501,0.732,0.7
sample_640,0.145,0.862,0.849,0.5,0.747,0.701
sample_641,0.143,0.865,0.849,0.497,0.738,0.706
sample_642,0.143,0.866,0.856,0.505,0.738,0.701
sample_643,0.143,0.867,0.861,0.511,0.72,0.694
sample_644,0.143,0.866,0.866,0.517,0.729,0.692
sample_645,0.143,0.863,0.865,0.524,0.768,0.692
sample_646,0.143,0.861,0.866,0.529,0.72,0.693
sample_647,0.143,0.861,0.854,0.529,0.691,0.704
sample_648,0.143,0.861,0.854,0.521,0.734,0.707
sample_649,0.143,0.859,0.848,0.519,0.724,0.704
sample_650,0.143,0.856,0.845,0.524,0.718,0.702
sample_651,0.143,0.852,0.855,0.525,0.757,0.701
sample_652,0.143,0.848,0.852,0.535,0.763,0.702
sample_653,0.143,0.849,0.856,0.535,0.739,0.703
sample_654,0.143,0.85,0.864,0.525,0.72,0.701
sample_655,0.143,0.849,0.871,0.522,0.722,0.699
sample_656,0.143,0.846,0.871,0.524,0.738,0.699
sample_657,0.143,0.847,0.867,0.525,0.719,0.697
sample_658,0.143,0.845,0.858,0.524,0.734,0.7
sample_659,0.143,0.84,0.846,0.514,0.741,0.706
sample_660,0.143,0.838,0.85,0.51,0.723,0.702
sample_661,0.164,0.84,0.858,0.51,0.741,0.696
sample_662,0.164,0.839,0.863,0.506,0.733,0.697
sample_663,0.164,0.836,0.873,0.506,0.719,0.695
sample_664,0.164,0.834,0.861,0.502,0.722,0.699
sample_665,0.164,0.833,0.857,0.505,0.699,0.698
sample_666,0.164,0.834,0.856,0.509,0.707,0.695
sample_667,0.164,0.831,0.849,0.507,0.742,0.703
sample_668,0.164,0.828,0.855,0.51,0.723,0.703
sample_669,0.164,0.825,0.862,0.516,0.72,0.697
sample_670,0.164,0.823,0.86,0.518,0.741,0.698
sample_671,0.164,0.821,0.85,0.516,0.728,0.706
sample_672,0.164,0.817,0.845,0.514,0.732,0.706
sample_673,0.164,0.817,0.851,0.51,0.739,0.699
sample_674,0.164,0.817,0.849,0.509,0.737,0.701
sample_675,0.164,0.817,0.856,0.51,0.74,0.7
sample_676,0.164,0.819,0.86,0.51,0.724,0.698
sample_677,0.164,0.822,0.857,0.517,0.729,0.696
sample_678,0.164,0.825,0.859,0.524,0.738,0.691
sample_679,0.164,0.828,0.86,0.528,0.723,0.691
sample_680,0.164,0.835,0.841,0.537,0.729,0.694
sample_681,0.173,0.838,0.841,0.539,0.731,0.693
sample_682,0.173,0.836,0.86,0.541,0.723,0.688
sample_683,0.173,0.836,0.841,0.541,0.734,0.697
sample_684,0.173,0.833,0.849,0.535,0.718,0.698
sample_685,0.173,0.831,0.864,0.532,0.717,0.694
sample_686,0.173,0.828,0.852,0.531,0.74,0.702
sample_687,0.173,0.826,0.842,0.536,0.737,0.709
sample_688,0.173,0.827,0.854,0.536,0.738,0.703
sample_689,0.173,0.827,0.859,0.527,0.748,0.702
sample_690,0.173,0.825,0.855,0.521,0.73,0.707
sample_691,0.173,0.823,0.843,0.524,0.755,0.706
sample_692,0.173,0.824,0.84,0.521,0.754,0.704
sample_693,0.173,0.82,0.852,0.513,0.71,0.706
sample_694,0.173,0.814,0.863,0.515,0.704,0.703
sample_695,0.173,0.808,0.854,0.52,0.702,0.706
sample_696,0.173,0.804,0.839,0.519,0.713,0.712
sample_697,0.173,0.801,0.853,0.508,0.705,0.708
sample_698,0.173,0.802,0.85,0.505,0.739,0.704
sample_699,0.173,0.802,0.855,0.503,0.763,0.698
sample_700,0.173,0.802,0.865,0.496,0.716,0.694
sample_701,0.208,0.803,0.847,0.489,0.71,0.705
sample_702,0.208,0.799,0.852,0.483,0.732,0.709
sample_703,0.208,0.798,0.869,0.482,0.72,0.703
sample_704,0.208,0.803,0.863,0.483,0.737,0.692
sample_705,0.208,0.805,0.862,0.478,0.713,0.689
sample_706,0.208,0.806,0.873,0.468,0.71,0.694
sample_707,0.208,0.806,0.857,0.47,0.758,0.697
sample_708,0.208,0.798,0.848,0.471,0.77,0.699
sample_709,0.208,0.795,0.848,0.465,0.744,0.701
sample_710,0.208,0.801,0.854,0.463,0.723,0.698
sample_711,0.208,0.801,0.868,0.464,0.706,0.693
sample_712,0.208,0.796,0.867,0.459,0.698,0.692
sample_713,0.208,0.794,0.871,0.451,0.699,0.688
sample_714,0.208,0.695,0.827,0.431,0.72,0.693
sample_715,0.208,0.579,0.746,0.404,0.722,0.706
sample_716,0.208,0.578,0.722,0.378,0.729,0.69
sample_717,0.208,0.582,0.702,0.35,0.72,0.688
sample_718,0.208,0.586,0.67,0.337,0.73,0.715
sample_719,0.208,0.586,0.656,0.331,0.734,0.72
sample_720,0.208,0.585,0.669,0.333,0.712,0.709
sample_721,0.259,0.585,0.684,0.334,0.729,0.699
sample_722,0.259,0.585,0.687,0.333,0.728,0.696
sample_723,0.259,0.587,0.694,0.329,0.733,0.691
sample_724,0.259,0.588,0.701,0.327,0.749,0.691
sample_725,0.259,0.589,0.697,0.331,0.725,0.695
sample_726,0.259,0.587,0.688,0.333,0.728,0.7
sample_727,0.259,0.587,0.692,0.33,0.752,0.697
sample_728,0.259,0.589,0.696,0.321,0.754,0.698
sample_729,0.259,0.592,0.687,0.323,0.73,0.704
sample_730,0.259,0.59,0.693,0.323,0.735,0.698
sample_731,0.259,0.584,0.687,0.321,0.742,0.696
sample_732,0.259,0.58,0.666,0.326,0.729,0.705
sample_733,0.259,0.58,0.667,0.324,0.715,0.706
sample_734,0.259,0.583,0.668,0.316,0.718,0.704
sample_735,0.259,0.589,0.682,0.309,0.726,0.7
sample_736,0.259,0.595,0.68,0.303,0.728,0.697
sample_737,0.259,0.597,0.676,0.297,0.739,0.697
sample_738,0.259,0.593,0.668,0.294,0.729,0.703
sample_739,0.259,0.593,0.655,0.302,0.71,0.71
sample_740,0.259,0.599,0.675,0.311,0.73,0.706
sample_741,0.193,0.602,0.697,0.307,0.761,0.7
sample_742,0.193,0.602,0.681,0.308,0.723,0.703
sample_743,0.193,0.596,0.68,0.316,0.73,0.7
sample_744,0.193,0.586,0.698,0.321,0.732,0.693
sample_745,0.193,0.581,0.68,0.315,0.72,0.7
sample_746,0.193,0.578,0.672,0.31,0.738,0.699
sample_747,0.193,0.578,0.688,0.305,0.724,0.694
sample_748,0.193,0.582,0.677,0.292,0.704,0.703
sample_749,0.193,0.592,0.674,0.288,0.737,0.704
sample_750,0.193,0.556,0.64,0.286,0.77,0.713
sample_751,0.193,0.503,0.595,0.275,0.776,0.719
sample_752,0.193,0.502,0.587,0.28,0.749,0.708
sample_753,0.193,0.51,0.597,0.291,0.716,0.704
sample_754,0.193,0.515,0.61,0.289,0.724,0.696
sample_755,0.193,0.52,0.6,0.295,0.738,0.696
sample_756,0.193,0.522,0.594,0.299,0.711,0.701
sample_757,0.193,0.523,0.595,0.303,0.704,0.7
sample_758,0.193,0.524,0.613,0.317,0.733,0.692
sample_759,0.193,0.525,0.595,0.326,0.727,0.697
sample_760,0.193,0.525,0.591,0.325,0.733,0.699
sample_761,0.104,0.528,0.608,0.326,0.707,0.692
sample_762,0.104,0.529,0.606,0.325,0.679,0.695
sample_763,0.104,0.527,0.594,0.323,0.701,0.704
sample_764,0.104,0.525,0.599,0.324,0.709,0.699
sample_765,0.104,0.525,0.62,0.332,0.728,0.691
sample_766,0.104,0.526,0.606,0.336,0.741,0.693
sample_767,0.104,0.528,0.584,0.34,0.766,0.701
sample_768,0.104,0.53,0.588,0.348,0.751,0.699
sample_769,0.104,0.53,0.596,0.357,0.725,0.695
sample_770,0.104,0.53,0.601,0.36,0.75,0.692
sample_771,0.104,0.533,0.624,0.368,0.723,0.689
sample_772,0.104,0.536,0.614,0.373,0.711,0.691
sample_773,0.104,0.539,0.594,0.376,0.708,0.7
sample_774,0.104,0.54,0.596,0.38,0.734,0.705
sample_775,0.104,0.539,0.603,0.385,0.752,0.704
sample_776,0.104,0.539,0.595,0.39,0.706,0.705
sample_777,0.104,0.54,0.604,0.383,0.701,0.698
sample_778,0.104,0.54,0.586,0.384,0.733,0.702
sample_779,0.104,0.532,0.582,0.386,0.745,0.703
sample_780,0.104,0.528,0.592,0.389,0.717,0.705
sample_781,0.158,0.53,0.593,0.389,0.714,0.706
sample_782,0.158,0.528,0.61,0.387,0.725,0.7
sample_783,0.158,0.526,0.604,0.384,0.709,0.701
sample_784,0.158,0.527,0.604,0.38,0.72,0.699
sample_785,0.158,0.527,0.603,0.374,0.724,0.7
sample_786,0.158,0.525,0.586,0.366,0.723,0.706
sample_787,0.158,0.521,0.595,0.36,0.723,0.706
sample_788,0.158,0.517,0.615,0.357,0.727,0.7
sample_789,0.158,0.516,0.594,0.356,0.751,0.702
sample_790,0.158,0.518,0.584,0.355,0.707,0.707
sample_791,0.158,0.518,0.605,0.358,0.7,0.704
sample_792,0.158,0.515,0.614,0.366,0.71,0.698
sample_793,0.158,0.513,0.603,0.367,0.72,0.702
sample_794,0.158,0.512,0.6,0.366,0.741,0.705
sample_795,0.158,0.512,0.609,0.361,0.724,0.701
sample_796,0.158,0.511,0.599,0.356,0.71,0.705
sample_797,0.158,0.513,0.6,0.359,0.743,0.703
sample_798,0.158,0.517,0.596,0.362,0.763,0.7
sample_799,0.158,0.521,0.588,0.361,0.74,0.701
sample_800,0.158,0.522,0.607,0.353,0.716,0.698
sample_801,0.186,0.519,0.614,0.351,0.719,0.698
sample_802,0.186,0.517,0.612,0.363,0.719,0.698
sample_803,0.186,0.517,0.593,0.372,0.717,0.701
sample_804,0.186,0.516,0.591,0.377,0.731,0.696
sample_805,0.186,0.515,0.609,0.371,0.737,0.692
sample_806,0.186,0.517,0.611,0.358,0.757,0.696
sample_807,0.186,0.52,0.594,0.352,0.725,0.703
sample_808,0.186,0.518,0.589,0.353,0.7,0.706
sample_809,0.186,0.516,0.615,0.356,0.712,0.696
sample_810,0.186,0.518,0.597,0.353,0.724,0.697
sample_811,0.186,0.52,0.593,0.356,0.736,0.699
sample_812,0.186,0.519,0.613,0.36,0.724,0.696
sample_813,0.186,0.517,0.603,0.351,0.73,0.699
sample_814,0.186,0.517,0.592,0.351,0.736,0.702
sample_815,0.186,0.515,0.6,0.353,0.741,0.698
sample_816,0.186,0.515,0.607,0.349,0.78,0.696
sample_817,0.186,0.515,0.604,0.352,0.781,0.698
sample_818,0.186,0.513,0.611,0.35,0.756,0.697
sample_819,0.186,0.51,0.601,0.35,0.737,0.701
sample_820,0.186,0.508,0.594,0.344,0.733,0.703
sample_821,0.186,0.507,0.606,0.33,0.746,0.7
sample_822,0.186,0.503,0.614,0.331,0.72,0.697
sample_823,0.186,0.501,0.611,0.328,0.724,0.695
sample_824,0.186,0.502,0.59,0.315,0.728,0.7
sample_825,0.186,0.502,0.592,0.312,0.739,0.701
sample_826,0.186,0.505,0.598,0.318,0.753,0.7
sample_827,0.186,0.505,0.594,0.316,0.715,0.702
sample_828,0.186,0.505,0.6,0.308,0.725,0.7
sample_829,0.186,0.506,0.581,0.303,0.736,0.705
sample_830,0.186,0.507,0.598,0.306,0.727,0.703
sample_831,0.186,0.507,0.618,0.309,0.732,0.697
sample_832,0.186,0.507,0.596,0.309,0.72,0.7
sample_833,0.186,0.511,0.582,0.303,0.735,0.705
sample_834,0.186,0.511,0.605,0.293,0.732,0.699
sample_835,0.186,0.511,0.609,0.3,0.709,0.696
sample_836,0.186,0.513,0.592,0.299,0.723,0.703
sample_837,0.186,0.513,0.602,0.301,0.763,0.698
sample_838,0.186,0.512,0.603,0.308,0.772,0.696
sample_839,0.186,0.512,0.599,0.303,0.765,0.698
sample_840,0.186,0.513,0.592,0.307,0.727,0.697
sample_841,0.15,0.514,0.589,0.309,0.688,0.696
sample_842,0.15,0.514,0.596,0.32,0.711,0.699
sample_843,0.15,0.513,0.588,0.331,0.75,0.701
sample_844,0.15,0.512,0.606,0.328,0.765,0.694
sample_845,0.15,0.512,0.599,0.333,0.738,0.7
sample_846,0.15,0.511,0.584,0.334,0.711,0.701
sample_847,0.15,0.512,0.602,0.33,0.701,0.695
sample_848,0.15,0.512,0.607,0.325,0.71,0.697
sample_849,0.15,0.515,0.602,0.316,0.746,0.698
sample_850,0.15,0.52,0.607,0.307,0.716,0.697
sample_851,0.15,0.523,0.602,0.308,0.683,0.698
sample_852,0.15,0.525,0.575,0.305,0.746,0.706
sample_853,0.15,0.526,0.57,0.302,0.792,0.707
sample_854,0.15,0.526,0.596,0.312,0.761,0.698
sample_855,0.15,0.528,0.617,0.312,0.725,0.692
sample_856,0.15,0.53,0.618,0.309,0.727,0.692
sample_857,0.15,0.53,0.607,0.311,0.736,0.699
sample_858,0.15,0.53,0.597,0.317,0.772,0.703
sample_859,0.15,0.528,0.583,0.318,0.817,0.702
sample_860,0.15,0.529,0.58,0.312,0.775,0.702
sample_861,0.159,0.53,0.594,0.312,0.723,0.699
sample_862,0.159,0.527,0.593,0.322,0.725,0.697
sample_863,0.159,0.528,0.586,0.324,0.727,0.701
sample_864,0.159,0.53,0.612,0.323,0.69,0.697
sample_865,0.159,0.529,0.606,0.33,0.701,0.699
sample_866,0.159,0.525,0.594,0.335,0.724,0.706
sample_867,0.159,0.521,0.602,0.325,0.752,0.706
sample_868,0.159,0.519,0.614,0.317,0.785,0.699
sample_869,0.159,0.518,0.597,0.312,0.768,0.702
sample_870,0.159,0.52,0.594,0.303,0.746,0.704
sample_871,0.159,0.523,0.605,0.302,0.748,0.698
sample_872,0.159,0.527,0.6,0.304,0.713,0.701
sample_873,0.159,0.525,0.608,0.309,0.734,0.7
sample_874,0.159,0.524,0.61,0.313,0.77,0.696
sample_875,0.159,0.526,0.598,0.319,0.748,0.696
sample_876,0.159,0.528,0.579,0.31,0.715,0.704
sample_877,0.159,0.532,0.594,0.304,0.685,0.703
sample_878,0.159,0.536,0.594,0.308,0.692,0.7
sample_879,0.159,0.536,0.578,0.311,0.707,0.705
sample_880,0.159,0.537,0.595,0.309,0.721,0.701
sample_881,0.17,0.535,0.596,0.313,0.728,0.697
sample_882,0.17,0.531,0.592,0.319,0.723,0.698
sample_883,0.17,0.529,0.601,0.317,0.757,0.696
sample_884,0.17,0.53,0.594,0.311,0.747,0.702
sample_885,0.17,0.529,0.613,0.312,0.725,0.698
sample_886,0.17,0.528,0.602,0.311,0.761,0.696
sample_887,0.17,0.532,0.583,0.307,0.747,0.701
sample_888,0.17,0.534,0.582,0.304,0.744,0.7
sample_889,0.17,0.534,0.594,0.301,0.75,0.697
sample_890,0.17,0.532,0.614,0.306,0.72,0.692
sample_891,0.17,0.53,0.602,0.31,0.719,0.696
sample_892,0.17,0.53,0.599,0.322,0.722,0.697
sample_893,0.17,0.528,0.609,0.327,0.726,0.694
sample_894,0.17,0.525,0.596,0.327,0.753,0.7
sample_895,0.17,0.523,0.584,0.318,0.762,0.705
sample_896,0.17,0.52,0.593,0.316,0.731,0.701
sample_897,0.17,0.519,0.595,0.328,0.728,0.699
sample_898,0.17,0.519,0.571,0.332,0.739,0.708
sample_899,0.17,0.517,0.585,0.325,0.738,0.708
sample_900,0.17,0.518,0.603,0.321,0.742,0.701
sample_901,0.161,0.521,0.587,0.316,0.727,0.707
sample_902,0.161,0.522,0.591,0.309,0.713,0.703
sample_903,0.161,0.522,0.602,0.307,0.718,0.692
sample_904,0.161,0.522,0.596,0.303,0.726,0.693
sample_905,0.161,0.523,0.612,0.295,0.743,0.69
sample_906,0.161,0.525,0.59,0.286,0.775,0.701
sample_907,0.161,0.526,0.59,0.281,0.75,0.705
sample_908,0.161,0.526,0.6,0.279,0.748,0.702
sample_909,0.161,0.527,0.586,0.28,0.763,0.705
sample_910,0.161,0.526,0.592,0.29,0.75,0.7
sample_911,0.161,0.524,0.595,0.282,0.747,0.701
sample_912,0.161,0.52,0.604,0.287,0.726,0.696
sample_913,0.161,0.517,0.59,0.303,0.703,0.699
sample_914,0.161,0.515,0.585,0.305,0.701,0.705
sample_915,0.161,0.515,0.612,0.315,0.675,0.697
sample_916,0.161,0.52,0.611,0.323,0.666,0.696
sample_917,0.161,0.519,0.605,0.318,0.731,0.699
sample_918,0.161,0.515,0.599,0.313,0.783,0.7
sample_919,0.161,0.515,0.589,0.3,0.744,0.704
sample_920,0.161,0.516,0.593,0.282,0.713,0.705
sample_921,0.221,0.515,0.595,0.282,0.723,0.704
sample_922,0.221,0.515,0.584,0.281,0.712,0.706
sample_923,0.221,0.518,0.598,0.278,0.72,0.698
sample_924,0.221,0.518,0.607,0.275,0.718,0.695
sample_925,0.221,0.518,0.599,0.277,0.74,0.696
sample_926,0.221,0.521,0.596,0.282,0.75,0.696
sample_927,0.221,0.527,0.603,0.276,0.726,0.698
sample_928,0.221,0.528,0.601,0.28,0.728,0.698
sample_929,0.221,0.525,0.596,0.283,0.748,0.697
sample_930,0.221,0.526,0.589,0.285,0.769,0.7
sample_931,0.221,0.526,0.591,0.289,0.743,0.7
sample_932,0.221,0.527,0.599,0.289,0.717,0.701
sample_933,0.221,0.525,0.59,0.288,0.72,0.702
sample_934,0.221,0.52,0.61,0.286,0.712,0.695
sample_935,0.221,0.517,0.598,0.289,0.711,0.704
sample_936,0.221,0.517,0.581,0.288,0.725,0.711
sample_937,0.221,0.517,0.592,0.286,0.727,0.706
sample_938,0.221,0.517,0.614,0.279,0.743,0.697
sample_939,0.221,0.514,0.599,0.28,0.74,0.7
sample_940,0.221,0.514,0.594,0.279,0.728,0.702
sample_941,0.163,0.516,0.6,0.28,0.725,0.697
sample_942,0.163,0.515,0.585,0.287,0.752,0.698
sample_943,0.163,0.514,0.58,0.295,0.739,0.697
sample_944,0.163,0.514,0.597,0.298,0.7,0.694
sample_945,0.163,0.513,0.604,0.295,0.676,0.695
sample_946,0.163,0.513,0.582,0.293,0.691,0.705
sample_947,0.163,0.512,0.595,0.297,0.704,0.701
sample_948,0.163,0.512,0.599,0.296,0.726,0.698
sample_949,0.163,0.514,0.585,0.299,0.77,0.703
sample_950,0.163,0.515,0.582,0.295,0.732,0.704
sample_951,0.163,0.514,0.571,0.287,0.694,0.707
sample_952,0.163,0.511,0.576,0.276,0.722,0.707
sample_953,0.163,0.508,0.581,0.27,0.751,0.705
